uid,tercio,n_estados,taxa_acordo,js_medio,js_pond
dea4225f6cb362373b4030d9cf1306fb,3,72,0.7777777777777778,0.18395988954966336,0.19244553790352684
51682a3390443c138de616276a0af806,1,29,0.9655172413793104,0.010733727916606563,0.01168072695543226
5963b9a404d8ced1be664ab926f89310,1,83,0.8433734939759037,0.10683937877240007,0.09956044851897895
51682a3390443c138de616276a0af806,2,47,0.8085106382978723,0.15729748996578044,0.1705219175004174
51682a3390443c138de616276a0af806,3,54,0.8518518518518519,0.10988581800082466,0.12276287980668905
5963b9a404d8ced1be664ab926f89310,2,91,0.8021978021978022,0.11023161158447697,0.1108735150196645
5963b9a404d8ced1be664ab926f89310,3,78,0.7692307692307693,0.08445471009946412,0.0864674969184272
19765efd880a221f0aae9d673e83b000,1,23,1.0,0.0,0.0
19765efd880a221f0aae9d673e83b000,2,51,0.9019607843137255,0.04402181190169243,0.0452658197193032
19765efd880a221f0aae9d673e83b000,3,73,0.8904109589041096,0.07520855866619972,0.08487928562112226
